product_sku,product_name,product_name_localized,inventory_item_sku,inventory_item_name,inventory_item_name_localized,quantity,unit,ingredient_cost
FG00506,طبق مربع زجاجي ذهبي وفضي  شيكولا ميكس,,FG00506,طبق مربع زجاجي ذهبي وفضي  شيكولا ميكس,,1,Unit,0
FG00507,طبق مربع زجاجي شيكولا شفاف ميكس,,FG00507,طبق مربع زجاجي شيكولا شفاف ميكس,,1,Unit,0
FG00508,صحن مرايا دهبي لبنان شيكولا ميكس,,FG00508,صحن مرايا دهبي لبنان شيكولا ميكس,,1,Unit,0
FG00509,صحن خشبي دائري ذهبي لبنان شوكولا ميكس,,FG00509,صحن خشبي دائري ذهبي لبنان شوكولا ميكس,,1,Unit,0
FG00510,فاز كيوزي تركي ذهبي&فضي شوكولا ميكس,,FG00510,فاز كيوزي تركي ذهبي&فضي شوكولا ميكس,,1,Unit,0
FG00511,فاز هيورم تركي اسود &اوف وايت ذهبي شوكولا ميكس,,FG00511,فاز هيورم تركي اسود &اوف وايت ذهبي شوكولا ميكس,,1,Unit,0
FG00512,فاذ تركي ديكور اوف وايت ذهبي &فضي شوكولا ميكس,,FG00512,فاذ تركي ديكور اوف وايت ذهبي &فضي شوكولا ميكس,,1,Unit,0
FG00513,بوكس خشبي صغير لبنان ذهبي 390ج شوكولا ميكس,,FG00513,بوكس خشبي صغير لبنان ذهبي 390ج شوكولا ميكس,,1,Unit,0
FG00514,فاز تركي داملا ذهبي &فضي شوكولا ميكس,,FG00514,فاز تركي داملا ذهبي &فضي شوكولا ميكس,,1,Unit,0
FG00515,فاز تركي ذهبي &فضي 30سم شوكولا ميكس,,FG00515,فاز تركي ذهبي &فضي 30سم شوكولا ميكس,,1,Unit,0
FG00516,فاز تركي مشجر بيج*ذهبي 30سم شوكولا ميكس,,FG00516,فاز تركي مشجر بيج*ذهبي 30سم شوكولا ميكس,,1,Unit,0
FG00517,فاز تركي دانتل (بيج &اسود)ذهبي شوكولا ميكس,,FG00517,فاز تركي دانتل (بيج &اسود)ذهبي شوكولا ميكس,,1,Unit,0
FG00518,صنية معدن ذهبي بخلفية كل عام وانتم بخير,,FG00518,صنية معدن ذهبي بخلفية كل عام وانتم بخير,,1,Unit,0
FG00519,فاز دائري الوان مختلفة 40سم لبناني شوكولا ميكس,,FG00519,فاز دائري الوان مختلفة 40سم لبناني شوكولا ميكس,,1,Unit,0
FG00520,صنية جلد مستطيلة ذهبي &فضي شوكولا ميكس,,FG00520,صنية جلد مستطيلة ذهبي &فضي شوكولا ميكس,,1,Unit,0
FG00521,فاز داملا تركي بينك &ازرق شوكولا,,FG00521,فاز داملا تركي بينك &ازرق شوكولا,,1,Unit,0
FG00522,فاز تركي 30سم بينك &ازرق شوكولا ميكس,,FG00522,فاز تركي 30سم بينك &ازرق شوكولا ميكس,,1,Unit,0
FG00523,فاز دانتيل تركي 28سم بينك &ازرق شوكولا ميكس,,FG00523,فاز دانتيل تركي 28سم بينك &ازرق شوكولا ميكس,,1,Unit,0
FG00524,عجلة مواليد معدنية بحبل ابيض بينك&ازرق شوكولا ميكس,,FG00524,عجلة مواليد معدنية بحبل ابيض بينك&ازرق شوكولا ميكس,,1,Unit,0
FG00525,مهد بيبي حديد بحبل ابيض بينك&ازرق شوكولا ميكس,,FG00525,مهد بيبي حديد بحبل ابيض بينك&ازرق شوكولا ميكس,,1,Unit,0
FG00526,شيالة دائرية حديد بحبل ابيض بينك&ازرق شوكليت ميكس,,FG00526,شيالة دائرية حديد بحبل ابيض بينك&ازرق شوكليت ميكس,,1,Unit,0
FG00527,سبت مواليد دائري بيدين وسط شوكولا مكس,,FG00527,سبت مواليد دائري بيدين وسط شوكولا مكس,,1,Unit,0
FG00528,صحن شبكي حديد مع خيط ابيض مفتوح للخلف ازرق وبينك,,FG00528,صحن شبكي حديد مع خيط ابيض مفتوح للخلف ازرق وبينك,,1,Unit,0
FG00529,صحن شبكي حديد كبير مع خيط ابيض مفتوح للخلف ازرق وبنك,,FG00529,صحن شبكي حديد كبير مع خيط ابيض مفتوح للخلف ازرق وبنك,,1,Unit,0
FG00530,شيالة حديدبقاعدة مستطيلة مع ديكور حديد,,FG00530,شيالة حديدبقاعدة مستطيلة مع ديكور حديد,,1,Unit,0
FG00531,استاند حديد مع 3 قطع قطع مواليد,,FG00531,استاند حديد مع 3 قطع قطع مواليد,,1,Unit,0
FG00532,صينية حديد كبيرة مع قاعدة مواليد,,FG00532,صينية حديد كبيرة مع قاعدة مواليد,,1,Unit,0
FG00533,صينية خشبية بخلفية بيبي كبيرة مواليد,,FG00533,صينية خشبية بخلفية بيبي كبيرة مواليد,,1,Unit,0
FG00534,شيالة دائرية وسط حديد بحبل ابيض بينك&ازرق شوكليت ميكس,,FG00534,شيالة دائرية وسط حديد بحبل ابيض بينك&ازرق شوكليت ميكس,,1,Unit,0
FG00535,صحن جوليا الوان مختلفة شوكولا مكس,,FG00535,صحن جوليا الوان مختلفة شوكولا مكس,,1,Unit,0
FG00536,فاز دائري ألوان مختلفة 30 سم لبنان شوكولا مكس,,FG00536,فاز دائري ألوان مختلفة 30 سم لبنان شوكولا مكس,,1,Unit,0
FG00537,صحن دهبي لبنان شوكولا مشكل,,FG00537,صحن دهبي لبنان شوكولا مشكل,,1,Unit,0
FG00538,طبق دهبي لبنان مستطيل شفاف من الوسط,,FG00538,طبق دهبي لبنان مستطيل شفاف من الوسط,,1,Unit,0
FG00539,سبت مواليد مستطيل  مكس,,FG00539,سبت مواليد مستطيل  مكس,,1,Unit,0
FG00540,فازتركي دائري مشجر يابراجي مواليد شوكولا مكس,,FG00540,فازتركي دائري مشجر يابراجي مواليد شوكولا مكس,,1,Unit,0
FG00541,فاز هيورم تركي ازرق بينك شوكولا مكس 1.350,,FG00541,فاز هيورم تركي ازرق بينك شوكولا مكس 1.350,,1,Unit,0
FG00542,سرير مواليد كبير,,FG00542,سرير مواليد كبير,,1,Unit,0
FG00543,سبت دائري ومستطيل وبيضاوي كبير 2.200 مواليد,,FG00543,سبت دائري ومستطيل وبيضاوي كبير 2.200 مواليد,,1,Unit,0
FG00544,شيالة حديد صغيرة ازرق وبينك,,FG00544,شيالة حديد صغيرة ازرق وبينك,,1,Unit,0
FG00545,سبت صغير خشبي مواليد,,FG00545,سبت صغير خشبي مواليد,,1,Unit,0
FG00546,عجلة صغيرة مواليد,,FG00546,عجلة صغيرة مواليد,,1,Unit,0
FG00547,سبت مواليد كبير 2.800 شوكولا مكس,,FG00547,سبت مواليد كبير 2.800 شوكولا مكس,,1,Unit,0
FG00548,صحن مستطيل نحيف دهبي استيل,,FG00548,صحن مستطيل نحيف دهبي استيل,,1,Unit,0
FG00549,سبت دائري طويل 1.800 جرام,,FG00549,سبت دائري طويل 1.800 جرام,,1,Unit,0
FG00550,شيالة مستطيلة كبيرة 3 كيلو,,FG00550,شيالة مستطيلة كبيرة 3 كيلو,,1,Unit,0
FG00551,صحن زجاج كبير مشكل 4.700,,FG00551,صحن زجاج كبير مشكل 4.700,,1,Unit,0
FG00552,صحن شفاف كبير فضي ودهبي وشفاف كيلو,,FG00552,صحن شفاف كبير فضي ودهبي وشفاف كيلو,,1,Unit,0
FG00553,صحن لبنان 40سم شوكولا مكس,,FG00553,صحن لبنان 40سم شوكولا مكس,,1,Unit,0
FG00554,صحن لبنان 40 سم شوكولا مكس كبير,,FG00554,صحن لبنان 40 سم شوكولا مكس كبير,,1,Unit,0
FG00555,كرة دائرية وسط مواليد مع حبل,,FG00555,كرة دائرية وسط مواليد مع حبل,,1,Unit,0
FG00556,كرة دائرية صغيرة مواليد مع حبل,,FG00556,كرة دائرية صغيرة مواليد مع حبل,,1,Unit,0
FG00557,صحن دائري كبير عميق لبنان 72,,FG00557,صحن دائري كبير عميق لبنان 72,,1,Unit,0
FG00558,صحن دائري صغير عميق لبنان 71,,FG00558,صحن دائري صغير عميق لبنان 71,,1,Unit,0
FG00559,فازة لبنان زجاج ابيض مستطيل بقاعدة دهبي طويلة,,FG00559,فازة لبنان زجاج ابيض مستطيل بقاعدة دهبي طويلة,,1,Unit,0
FG00560,فازة لبنان دهبي بديكور مدهب شوكلا شفاف ودهبي,,FG00560,فازة لبنان دهبي بديكور مدهب شوكلا شفاف ودهبي,,1,Unit,0
FG00561,صحن شفاف بقاعدةشوكولا فضي ودهبي وشفاف,,FG00561,صحن شفاف بقاعدةشوكولا فضي ودهبي وشفاف,,1,Unit,0
FG00562,صحن مربع شوكولا مكس دهبي وفضي,,FG00562,صحن مربع شوكولا مكس دهبي وفضي,,1,Unit,0
FG00563,صحن شفاف زجاج كبير ومعدن كبير شوكولا مكس,,FG00563,صحن شفاف زجاج كبير ومعدن كبير شوكولا مكس,,1,Unit,0
FG00564,فازة لبنان عسلي بقاعدة كبيرة شوكولا مشكل زهرة,,FG00564,فازة لبنان عسلي بقاعدة كبيرة شوكولا مشكل زهرة,,1,Unit,0
FG00565,طبق خشبي دائري لبنان شوكولا مكس,,FG00565,طبق خشبي دائري لبنان شوكولا مكس,,1,Unit,0
FG00566,فازة لبنان نحاسي مخرم مستطيل مجوف كبيرة,,FG00566,فازة لبنان نحاسي مخرم مستطيل مجوف كبيرة,,1,Unit,0
FG00567,فازة لبنان مربع نحاسي بدون حواف,,FG00567,فازة لبنان مربع نحاسي بدون حواف,,1,Unit,0
FG00568,فازة لبنان دائري مخرم نحاسي كبير,,FG00568,فازة لبنان دائري مخرم نحاسي كبير,,1,Unit,0
FG00569,فازة لبنان عسلي مقوسة من الوسط,,FG00569,فازة لبنان عسلي مقوسة من الوسط,,1,Unit,0
FG00570,فازة لبنان بيضاوي مسحوب بانحناءغير مستقيمة,,FG00570,فازة لبنان بيضاوي مسحوب بانحناءغير مستقيمة,,1,Unit,0
FG00571,صحن تركي زجاج مستطيل مواليد,,FG00571,صحن تركي زجاج مستطيل مواليد,,1,Unit,0
FG00572,سلة دائريةكرة مواليد كبيرة,,FG00572,سلة دائريةكرة مواليد كبيرة,,1,Unit,0
FG00573,سلة دائرية كرة مواليد وسط,,FG00573,سلة دائرية كرة مواليد وسط,,1,Unit,0
FG00574,سلة دائرية كرة مواليد صغيرة,,FG00574,سلة دائرية كرة مواليد صغيرة,,1,Unit,0
FG00575,فازة مواليد بينك لبنان,,FG00575,فازة مواليد بينك لبنان,,1,Unit,0
FG00576,سبت مواليد كبيرة دبدوب,,FG00576,سبت مواليد كبيرة دبدوب,,1,Unit,0
FG00577,سبت مواليد صغير دبدوب,,FG00577,سبت مواليد صغير دبدوب,,1,Unit,0
FG00578,علبة دائرية كبيرة بغطاء كرتوني,,FG00578,علبة دائرية كبيرة بغطاء كرتوني,,1,Unit,0
FG00579,علبة دائرية صغيرة بدبدوب,,FG00579,علبة دائرية صغيرة بدبدوب,,1,Unit,0
FG00580,مستطيل كبير مع دبدوب شوكولا مكس مواليد,,FG00580,مستطيل كبير مع دبدوب شوكولا مكس مواليد,,1,Unit,0
FG00581,مستطيل وسط مع دبدوب شوكولا مكس مواليد,,FG00581,مستطيل وسط مع دبدوب شوكولا مكس مواليد,,1,Unit,0
FG00582,مستطيل وسط مع دبدوب شوكولا مكس مواليد,,FG00582,مستطيل وسط مع دبدوب شوكولا مكس مواليد,,1,Unit,0
FG00583,علبة بيضاوي كبير مواليد مكس,,FG00583,علبة بيضاوي كبير مواليد مكس,,1,Unit,0
FG00584,علبة بيضاوي وسط مكس,,FG00584,علبة بيضاوي وسط مكس,,1,Unit,0
FG00585,علبة بيضاوي صغير مكس,,FG00585,علبة بيضاوي صغير مكس,,1,Unit,0
FG00586,فازة لبناني عسلي في ابيض 3 زوايا,,FG00586,فازة لبناني عسلي في ابيض 3 زوايا,,1,Unit,0
FG00587,فازة لبنان دائري مخرم نحاسي وسط,,FG00587,فازة لبنان دائري مخرم نحاسي وسط,,1,Unit,0
FG00588,علبة بيضاوي وسط مكس,,FG00588,علبة بيضاوي وسط مكس,,1,Unit,0
FG00589,علبة بيضاوي صغير مكس,,FG00589,علبة بيضاوي صغير مكس,,1,Unit,0
FG00590,مستطيل وسط مع دبدوب شوكولا مكس مواليد,,FG00590,مستطيل وسط مع دبدوب شوكولا مكس مواليد,,1,Unit,0
FG00591,مستطيل صغير مع دبدوب شوكولا مكس مواليد,,FG00591,مستطيل صغير مع دبدوب شوكولا مكس مواليد,,1,Unit,0
FG00592,فازة لبنان مربع نحاسي بحواف,,FG00592,فازة لبنان مربع نحاسي بحواف,,1,Unit,0
FG00593,فازة لبنان بيضاوي نحاسي مخرم كبير,,FG00593,فازة لبنان بيضاوي نحاسي مخرم كبير,,1,Unit,0
FG00594,فازة لبنان بيضاوي نحاسي مخرم وسط,,FG00594,فازة لبنان بيضاوي نحاسي مخرم وسط,,1,Unit,0
FG00595,فازة لبنان  نحاسي مربع كبير,,FG00595,فازة لبنان  نحاسي مربع كبير,,1,Unit,0
FG00596,فازة لبنان دهبي بيضاوي غير مستقيمة مقفولة للاعلي,,FG00596,فازة لبنان دهبي بيضاوي غير مستقيمة مقفولة للاعلي,,1,Unit,0
FG00597,صحن مستطيل لبنان نحاسي مفرغ وسط,,FG00597,صحن مستطيل لبنان نحاسي مفرغ وسط,,1,Unit,0
FG00598,فازة دائري نحاسي لبنان,,FG00598,فازة دائري نحاسي لبنان,,1,Unit,0
FG00599,صينية دائريةدهبي خشبية لبنان,,FG00599,صينية دائريةدهبي خشبية لبنان,,1,Unit,0
FG00600,علبة معدن دائرية فضي ودهبي كبيرة,,FG00600,علبة معدن دائرية فضي ودهبي كبيرة,,1,Unit,0
FG00601,علبة كرتون مواليد شوكولا هارد كفر,,FG00601,علبة كرتون مواليد شوكولا هارد كفر,,1,Unit,0
FG00602,صحن جلاس ملون بنانا م .ص,,FG00602,صحن جلاس ملون بنانا م .ص,,1,Unit,0
FG00603,صحن جلاس ملون مارينا كبير شوكولا مكس م.ص,,FG00603,صحن جلاس ملون مارينا كبير شوكولا مكس م.ص,,1,Unit,0
FG00604,صحن جلاس ملون ستلا صغيرم.ص,,FG00604,صحن جلاس ملون ستلا صغيرم.ص,,1,Unit,0
FG00605,صحن زجاج الوان مشكله وسط شوكولا مكس م.ص,,FG00605,صحن زجاج الوان مشكله وسط شوكولا مكس م.ص,,1,Unit,0
FG00606,كاس زجاج وسط فاخر شوكولا مكس م.ص,,FG00606,كاس زجاج وسط فاخر شوكولا مكس م.ص,,1,Unit,0
FG00607,صحن بيضاوي صغير عميق مجعد لبنان,,FG00607,صحن بيضاوي صغير عميق مجعد لبنان,,1,Unit,0
FG00608,صحن مستطيل لبنان 12 نحاسي,,FG00608,صحن مستطيل لبنان 12 نحاسي,,1,Unit,0
FG00609,علبة مستطيل مواليد وسط مكس جديدة collection,,FG00609,علبة مستطيل مواليد وسط مكس جديدة collection,,1,Unit,0
FG00610,علبة دائرية كبيرة بغطاء كرتوني collection,,FG00610,علبة دائرية كبيرة بغطاء كرتوني collection,,1,Unit,0
FG00611,علبة دائرية صغيرة بغطاء كرتوني collection,,FG00611,علبة دائرية صغيرة بغطاء كرتوني collection,,1,Unit,0
FG00612,صينية كبيرة دهبي باطار منقوش وقاعدةزجاج,,FG00612,صينية كبيرة دهبي باطار منقوش وقاعدةزجاج,,1,Unit,0
FG00613,صينية وسط دهبي باطار منقوش وقاعدةزجاج,,FG00613,صينية وسط دهبي باطار منقوش وقاعدةزجاج,,1,Unit,0
FG00614,صينية صغيرة دهبي باطار منقوش وقاعدةزجاج,,FG00614,صينية صغيرة دهبي باطار منقوش وقاعدةزجاج,,1,Unit,0
FG00615,صينية زجاج قارب مستطيل نحيف طويلة جديدة,,FG00615,صينية زجاج قارب مستطيل نحيف طويلة جديدة,,1,Unit,0
FG00616,هرم شوكولا مع صحن تاوة تركي مشكل,,FG00616,هرم شوكولا مع صحن تاوة تركي مشكل,,1,Unit,0
FG00617,Chocolate Plate,صحن شوكولا مغلفة,FG00617,Chocolate Plate,صحن شوكولا مغلفة,1,Unit,0
FG00618,Chocolate Tray,صينية شوكولا كرتونية *,FG00618,Chocolate Tray,صينية شوكولا كرتونية *,1,Unit,0
FG00619,فازة زجاج بقاعدة ستيل تركي جديد,,FG00619,فازة زجاج بقاعدة ستيل تركي جديد,,1,Unit,0
FG00620,فازة زجاج صغير بحواف تركي جديد,,FG00620,فازة زجاج صغير بحواف تركي جديد,,1,Unit,0
FG00621,فاز لبنان بيضاوي كبير,,FG00621,فاز لبنان بيضاوي كبير,,1,Unit,0
FG00622,فاز لبناني فراشة مكس,,FG00622,فاز لبناني فراشة مكس,,1,Unit,0
FG00623,فازة لبنان دائرية عسلي شفاف,,FG00623,فازة لبنان دائرية عسلي شفاف,,1,Unit,0
FG00624,فازة معدن نحاسي ورقة الشجرة,,FG00624,فازة معدن نحاسي ورقة الشجرة,,1,Unit,0
FG00625,صحن مستطيل معدني نحاس لبنان كبير,,FG00625,صحن مستطيل معدني نحاس لبنان كبير,,1,Unit,0
FG00626,فازة ورد عسلي شفاف طويلة,,FG00626,فازة ورد عسلي شفاف طويلة,,1,Unit,0
FG00627,فاز دائري مقعر زجاجي ابيض كبير 950ج شيكولا M.Y,,FG00627,فاز دائري مقعر زجاجي ابيض كبير 950ج شيكولا M.Y,,1,Unit,0
FG00628,فازة دهبي مفتوحة للخلف تركي صغير اكسم,,FG00628,فازة دهبي مفتوحة للخلف تركي صغير اكسم,,1,Unit,0
FG00629,صحن دهبي في ابيض تركي اكسم,,FG00629,صحن دهبي في ابيض تركي اكسم,,1,Unit,0
FG00630,فازة دهبي مفتوحة للخلف تركي كبير اكسم,,FG00630,فازة دهبي مفتوحة للخلف تركي كبير اكسم,,1,Unit,0
FG00631,صحن تركي دهبي منقوش  اكسم,,FG00631,صحن تركي دهبي منقوش  اكسم,,1,Unit,0
FG00632,صحن تركي وسط 3 زوايا اكسم,,FG00632,صحن تركي وسط 3 زوايا اكسم,,1,Unit,0
FG00633,صحن تركي وسط مشرشر اكسم,,FG00633,صحن تركي وسط مشرشر اكسم,,1,Unit,0
FG00634,فاز 30 سم تركي ذهبي اكسم,,FG00634,فاز 30 سم تركي ذهبي اكسم,,1,Unit,0
FG00635,فازة بيضاوي دهبي وبني وابيض اكسم,,FG00635,فازة بيضاوي دهبي وبني وابيض اكسم,,1,Unit,0
FG00636,صحن حديد كل عام وانتم بخير,,FG00636,صحن حديد كل عام وانتم بخير,,1,Unit,0
FG00637,صحن تركي كبير 50 سم اكسم,,FG00637,صحن تركي كبير 50 سم اكسم,,1,Unit,0
FG00638,بوكس موالح قديم,,FG00638,بوكس موالح قديم,,1,Unit,0
FG00639,صينيه موالح ستيك حلا عربى,,FG00639,صينيه موالح ستيك حلا عربى,,1,Unit,0
FG00640,صحن تمر محشى,,FG00640,صحن تمر محشى,,1,Unit,0
FG00641,صينيه خشبيه ست خوص حلا عربى,,FG00641,صينيه خشبيه ست خوص حلا عربى,,1,Unit,0
FG00642,صحن موالح مشكل,,FG00642,صحن موالح مشكل,,1,Unit,0
FG00643,نخله حلا عربى,,FG00643,نخله حلا عربى,,1,Unit,0
FG00644,نخله تمر محشى,,FG00644,نخله تمر محشى,,1,Unit,0
FG00645,صينية تاوة حلا عربي دوائر كبير,,FG00645,صينية تاوة حلا عربي دوائر كبير,,1,Unit,0
FG00646,صينية حلا عربي دوائر صغير,,FG00646,صينية حلا عربي دوائر صغير,,1,Unit,0
FG00647,بوكس حلا عربى,,FG00647,بوكس حلا عربى,,1,Unit,0
FG00648,بوكس غريبه مينى,,FG00648,بوكس غريبه مينى,,1,Unit,0
FG00649,بوكس معمول وغريبه مينى,,FG00649,بوكس معمول وغريبه مينى,,1,Unit,0
FG00650,Mini Maamoul half KG,ميني معمول نصف كيلو *,FG00650,Mini Maamoul half KG,ميني معمول نصف كيلو *,1,Unit,0
FG00651,صحن مربع حلا عربى ميكس,,FG00651,صحن مربع حلا عربى ميكس,,1,Unit,0
FG00652,علبه حديد معمول صغير,,FG00652,علبه حديد معمول صغير,,1,Unit,0
FG00653,Maamoul Dates,علبة معمول تمر كبير,FG00653,Maamoul Dates,علبة معمول تمر كبير,1,Unit,0
FG00654,صحن موالح مربع,,FG00654,صحن موالح مربع,,1,Unit,0
FG00655,صحن تمريه حلا عربى,,FG00655,صحن تمريه حلا عربى,,1,Unit,0
FG00656,بوكس تمريه حلا عربى,,FG00656,بوكس تمريه حلا عربى,,1,Unit,0
FG00657,بوكس موالح,,FG00657,بوكس موالح,,1,Unit,0
FG00658,فازه معمول مغلف كبير,,FG00658,فازه معمول مغلف كبير,,1,Unit,0
FG00659,فازه معمول مغلف صغيره,,FG00659,فازه معمول مغلف صغيره,,1,Unit,0
FG00660,صينية تاوة موالح دوائر كبيرة,,FG00660,صينية تاوة موالح دوائر كبيرة,,1,Unit,0
FG00661,صينية موالح دوائر صغيرة,,FG00661,صينية موالح دوائر صغيرة,,1,Unit,0
FG00662,بوكس أحمر حلا عربى,,FG00662,بوكس أحمر حلا عربى,,1,Unit,0
FG00663,صينية 4 مربعات,,FG00663,صينية 4 مربعات,,1,Unit,0
FG00664,صينية 6 مربعات,,FG00664,صينية 6 مربعات,,1,Unit,0
FG00665,صحن معمول مغلف,,FG00665,صحن معمول مغلف,,1,Unit,0
FG00666,صحن دالة ومبخرة,,FG00666,صحن دالة ومبخرة,,1,Unit,0
FG00667,صحن حلا أوريو,,FG00667,صحن حلا أوريو,,1,Unit,0
FG00668,صحن دالة أوريو معمول,,FG00668,صحن دالة أوريو معمول,,1,Unit,0
FG00669,صحن لوتس أوريو معمول,,FG00669,صحن لوتس أوريو معمول,,1,Unit,0
FG00670,صحن دلة و مبخرة +حفر العيد,,FG00670,صحن دلة و مبخرة +حفر العيد,,1,Unit,0
FG00671,صحن شوكو فخامة,,FG00671,صحن شوكو فخامة,,1,Unit,0
FG00672,صحن فروتى ناتس,,FG00672,صحن فروتى ناتس,,1,Unit,0
FG00673,صحن لوتس أوريو,,FG00673,صحن لوتس أوريو,,1,Unit,0
FG00674,ستاند مستطيل حلا قهوة حفر 2020,,FG00674,ستاند مستطيل حلا قهوة حفر 2020,,1,Unit,0
FG00675,ستاند مستطيل حلا قهوة حفر 2020,,FG00675,ستاند مستطيل حلا قهوة حفر 2020,,1,Unit,0
FG00676,ستاند مستطيل vipحفر,,FG00676,ستاند مستطيل vipحفر,,1,Unit,0
FG00677,ستاند مستطيل داله مبخره حفر,,FG00677,ستاند مستطيل داله مبخره حفر,,1,Unit,0
FG00678,صينيه تاج حديد دائرى حلا قهوه حفر 2020,,FG00678,صينيه تاج حديد دائرى حلا قهوه حفر 2020,,1,Unit,0
FG00679,صحن دائرى حلا قهوة 2020,,FG00679,صحن دائرى حلا قهوة 2020,,1,Unit,0
FG00680,صينيه حديد دائرى حلاقهوه 2020,,FG00680,صينيه حديد دائرى حلاقهوه 2020,,1,Unit,0
FG00681,ستاند مستطيل حلا قهوة 2020,,FG00681,ستاند مستطيل حلا قهوة 2020,,1,Unit,0
FG00682,بوكس حلا قهوه ميكس أسود كبير,,FG00682,بوكس حلا قهوه ميكس أسود كبير,,1,Unit,0
FG00683,بوكس حلا قهوه ميكس أسود صغير,,FG00683,بوكس حلا قهوه ميكس أسود صغير,,1,Unit,0
FG00684,بوكس فروتى ناتس فخامه فروتى,,FG00684,بوكس فروتى ناتس فخامه فروتى,,1,Unit,0
FG00685,بوكس حلا نورا,,FG00685,بوكس حلا نورا,,1,Unit,0
FG00686,بوكس أوريو قديم,,FG00686,بوكس أوريو قديم,,1,Unit,0
FG00687,بوكس لوتس قديم,,FG00687,بوكس لوتس قديم,,1,Unit,0
FG00688,بوكس داله مبخره,,FG00688,بوكس داله مبخره,,1,Unit,0
FG00689,بوكس صغير شوكو فخامه,,FG00689,بوكس صغير شوكو فخامه,,1,Unit,0
FG00690,بوكس كبير شوكو فخامه,,FG00690,بوكس كبير شوكو فخامه,,1,Unit,0
FG00691,بوكس فلورانتين,,FG00691,بوكس فلورانتين,,1,Unit,0
FG00692,بوكس شوكو شيبس,,FG00692,بوكس شوكو شيبس,,1,Unit,0
FG00693,صحن حلا قهوة 2019,,FG00693,صحن حلا قهوة 2019,,1,Unit,0
FG00694,ستاند مستطيل حلا قهوه 2019,,FG00694,ستاند مستطيل حلا قهوه 2019,,1,Unit,0
FG00695,ستاند مستطيل لوتس أوريو,,FG00695,ستاند مستطيل لوتس أوريو,,1,Unit,0
FG00696,ستاند مستطيل مبخره,,FG00696,ستاند مستطيل مبخره,,1,Unit,0
FG00697,ستاند مستطيل فروتى ناتس,,FG00697,ستاند مستطيل فروتى ناتس,,1,Unit,0
FG00698,ستاند مستطيل شوكو فخامه,,FG00698,ستاند مستطيل شوكو فخامه,,1,Unit,0
FG00699,صينيه تاج دائرى لوتس أوريو,,FG00699,صينيه تاج دائرى لوتس أوريو,,1,Unit,0
FG00700,صينيه تاج دائرى شوكو فخامة,,FG00700,صينيه تاج دائرى شوكو فخامة,,1,Unit,0
FG00701,صينيه تاج دائرى فروتى ناتس,,FG00701,صينيه تاج دائرى فروتى ناتس,,1,Unit,0
FG00702,صحن حلا قهوة دائرى  2019,,FG00702,صحن حلا قهوة دائرى  2019,,1,Unit,0
FG00703,بوكس أوريو,,FG00703,بوكس أوريو,,1,Unit,0
FG00704,بوكس فولكانو,,FG00704,بوكس فولكانو,,1,Unit,0
FG00705,صينية فطائر 1 كيلو,,FG00705,صينية فطائر 1 كيلو,,1,Unit,0
FG00706,صينية فطائر 1/2 كيلو,,FG00706,صينية فطائر 1/2 كيلو,,1,Unit,0
FG00709,صحن كبة 1 كيلو,,PM00431,330  صحن دائرى ورق عنب 1 كيلو,,1,Piece,0
FG00709,صحن كبة 1 كيلو,,FG00239,كبة دجاج,,1,Unit,0
FG00710,صحن كبة 1/2 كيلو,,PM00336,صحن بلاستيك ورق عنب 270,صحن بلاستيك ورق عنب 270,1,Piece,0
FG00710,صحن كبة 1/2 كيلو,,FG00239,كبة دجاج,,0.5,Unit,0
FG00711,صحن بيضاوي ورق عنب و كبة,,RM00142,جزر,,0.12,KG,0
FG00711,صحن بيضاوي ورق عنب و كبة,,PM00066,علبة صوص ورق عنب,,1,Piece,0
FG00711,صحن بيضاوي ورق عنب و كبة,,PM00097,صحن بيضاوى للكبة وورق العنب (ابيض واسود),,1,Piece,0
FG00711,صحن بيضاوي ورق عنب و كبة,,FG00239,كبة دجاج,,0.25,Unit,0
FG00711,صحن بيضاوي ورق عنب و كبة,,FG00249,ورق عنب مطهي عادي,,1,Unit,0
FG00712,صحن ميلامين ذهبي ورق عنب و كبة,,RM00142,جزر,,0.1,KG,0
FG00712,صحن ميلامين ذهبي ورق عنب و كبة,,PM00066,علبة صوص ورق عنب,,1,Piece,0
FG00712,صحن ميلامين ذهبي ورق عنب و كبة,,FG00239,كبة دجاج,,0.25,Unit,0
FG00712,صحن ميلامين ذهبي ورق عنب و كبة,,FG00249,ورق عنب مطهي عادي,,0.75,Unit,0
FG00714,صحن تركي كبيرمسطح 50 سم اكسم,,FG00714,صحن تركي كبيرمسطح 50 سم اكسم,,1,Unit,0
FG00715,صينية ستيل تركي شبكي بمقبض دهبي,,FG00715,صينية ستيل تركي شبكي بمقبض دهبي,,1,Unit,0
FG00716,صينية ستيل تركي اسود شبكي بمقبض اسود,,FG00716,صينية ستيل تركي اسود شبكي بمقبض اسود,,1,Unit,0
FG00717,فازة تركي دهبي بأبيض شكل لبنان,,FG00717,فازة تركي دهبي بأبيض شكل لبنان,,1,Unit,0
FG00718,فازة تركي دهبي في اسود,,FG00718,فازة تركي دهبي في اسود,,1,Unit,0
FG00719,شوكولا نيوتيلا ويفر 2020-جملة 301,,FG00719,شوكولا نيوتيلا ويفر 2020-جملة 301,,1,Unit,0
FG00720,شوكولا روشية 2020-جملة309,,FG00720,شوكولا روشية 2020-جملة309,,1,Unit,0
